date,district,rainfall_mm
2019-05-01,anuppur,0.43437501788139343
2019-05-02,anuppur,0.4946874976158142
2019-05-03,anuppur,1.268125057220459
2019-05-04,anuppur,1.315000057220459
2019-05-05,anuppur,0.014687499031424522
2019-04-26,araria,3.6526084568189536
2019-04-27,araria,1.729782602061396
2019-04-28,araria,1.5017391702403193
2019-04-29,araria,0.0
2019-04-30,araria,0.0
2019-05-01,araria,0.0
2019-05-02,araria,0.5443478045256241
2019-05-03,araria,25.783479110054348
2019-05-04,araria,4.606087062669837
2019-05-05,araria,0.0
2019-04-26,arwal,0.0
2019-04-27,arwal,0.0
2019-04-28,arwal,0.0
2019-04-29,arwal,0.0
2019-04-30,arwal,0.0
2019-05-01,arwal,0.0
2019-05-02,arwal,0.3641666571299235
2019-05-03,arwal,3.3999999364217124
2019-05-04,arwal,0.0
2019-05-05,arwal,0.0
2019-04-26,ashoknagar,0.0
2019-04-27,ashoknagar,0.003636363555084575
2019-04-28,ashoknagar,0.0
2019-04-29,ashoknagar,0.0
2019-04-30,ashoknagar,0.0
2019-05-01,ashoknagar,0.0
2019-05-02,ashoknagar,0.0
2019-05-03,ashoknagar,1.1119318875399502
2019-05-04,ashoknagar,1.387727217240767
2019-05-05,ashoknagar,0.0037499998103488574
2019-04-26,aurangabad,0.0
2019-04-27,aurangabad,0.0
2019-04-28,aurangabad,0.0
2019-04-29,aurangabad,0.0
2019-04-30,aurangabad,0.0
2019-05-01,aurangabad,0.41724139246447334
2019-05-02,aurangabad,0.5551723611765894
2019-05-03,aurangabad,1.100689592032597
2019-05-04,aurangabad,0.0
2019-05-05,aurangabad,0.0
2019-04-26,azamgarh,0.0
2019-04-27,azamgarh,0.0
2019-04-28,azamgarh,0.0
2019-04-29,azamgarh,0.0
2019-04-30,azamgarh,0.0
2019-05-01,azamgarh,0.0
2019-05-02,azamgarh,0.0
2019-05-03,azamgarh,0.002000000008514949
2019-05-04,azamgarh,0.0012857142303671157
2019-05-05,azamgarh,0.0
2019-04-26,bahraich,0.0
2019-04-27,bahraich,0.0
2019-04-28,bahraich,0.0
2019-04-29,bahraich,0.0
2019-04-30,bahraich,0.0
2019-05-01,bahraich,0.05914285523550851
2019-05-02,bahraich,3.1602857317243305
2019-05-03,bahraich,1.596285683768136
2019-05-04,bahraich,0.0
2019-05-05,bahraich,0.0
2019-04-26,baksa,3.0889997482299805
2019-04-27,baksa,4.285250091552735
2019-04-28,baksa,8.384999084472657
2019-04-29,baksa,20.61699981689453
2019-04-30,baksa,22.899497985839844
2019-05-01,baksa,30.872500610351562
2019-05-02,baksa,19.485501098632813
2019-05-03,baksa,24.807749938964843
2019-05-04,baksa,49.69825134277344
2019-05-05,baksa,6.549249267578125
2019-04-26,balaghat,0.0
2019-04-27,balaghat,0.0
2019-04-28,balaghat,0.0
2019-04-29,balaghat,0.0
2019-04-30,balaghat,0.007721519168419174
2019-05-01,balaghat,0.0016455695598940306
2019-05-02,balaghat,0.39126582085331785
2019-05-03,balaghat,0.03303797335564336
2019-05-04,balaghat,0.13227847859829286
2019-05-05,balaghat,0.04215189776843107
2019-04-26,balangir,0.0
2019-04-27,balangir,0.0
2019-04-28,balangir,0.0
2019-04-29,balangir,0.0
2019-04-30,balangir,0.001666666515040816
2019-05-01,balangir,0.04359649357042814
2019-05-02,balangir,1.633333306563528
2019-05-03,balangir,2.0271930359957513
2019-05-04,balangir,0.01333333316602205
2019-05-05,balangir,0.007017543441370914
2019-04-26,baleshwar,0.0
2019-04-27,baleshwar,0.052580645007471886
2019-04-28,baleshwar,0.0
2019-04-29,baleshwar,0.0
2019-04-30,baleshwar,0.0
2019-05-01,baleshwar,0.09854838155931042
2019-05-02,baleshwar,17.442579700100808
2019-05-03,baleshwar,61.75322501890121
2019-05-04,baleshwar,6.188709874306956
2019-05-05,baleshwar,1.8504838020570817
2019-04-26,ballia,0.0
2019-04-27,ballia,0.0
2019-04-28,ballia,0.0
2019-04-29,ballia,0.0
2019-04-30,ballia,0.0
2019-05-01,ballia,0.0
2019-05-02,ballia,0.01999999795641218
2019-05-03,ballia,2.7948210580008372
2019-05-04,ballia,0.0
2019-05-05,ballia,0.0
2019-04-26,balod,0.007692307233810425
2019-04-27,balod,0.0
2019-04-28,balod,0.0
2019-04-29,balod,0.032884616118211016
2019-04-30,balod,0.1932692160973182
2019-05-01,balod,0.1971153846153846
2019-05-02,balod,0.00019230768800928042
2019-05-03,balod,0.2790384659400353
2019-05-04,balod,0.46192304904644305
2019-05-05,balod,0.05903846025466919
2019-04-26,balodabazar,0.0
2019-04-27,balodabazar,0.0
2019-04-28,balodabazar,0.0
2019-04-29,balodabazar,0.0
2019-04-30,balodabazar,0.025952378908793133
2019-05-01,balodabazar,0.0013095238024280185
2019-05-02,balodabazar,0.03833333083561489
2019-05-03,balodabazar,0.15226190430777414
2019-05-04,balodabazar,0.06190475963410877
2019-05-05,balodabazar,0.059999999545869376
2019-04-26,balrampur,0.0
2019-04-27,balrampur,0.0
2019-04-28,balrampur,0.0
2019-04-29,balrampur,0.0
2019-04-30,balrampur,0.0
2019-05-01,balrampur,3.191999816894531
2019-05-02,balrampur,8.395333353678385
2019-05-03,balrampur,0.9098332722981771
2019-05-04,balrampur,0.0
2019-05-05,balrampur,0.0
2019-04-26,banda,0.0
2019-04-27,banda,0.0
2019-04-28,banda,0.0
2019-04-29,banda,0.0
2019-04-30,banda,0.0
2019-05-01,banda,0.0
2019-05-02,banda,0.0
2019-05-03,banda,0.10564102270664313
2019-05-04,banda,0.012307692032593947
2019-05-05,banda,0.4596153650528345
2019-04-26,banka,0.0
2019-04-27,banka,0.011249999914850508
2019-04-28,banka,0.0
2019-04-29,banka,0.0
2019-04-30,banka,0.0
2019-05-01,banka,1.924285888671875
2019-05-02,banka,2.065535681588309
2019-05-03,banka,35.04535566057478
2019-05-04,banka,0.4196428230830601
2019-05-05,banka,0.0
2019-04-26,bankura,0.00024193547846328828
2019-04-27,bankura,0.0
2019-04-28,bankura,0.0
2019-04-29,bankura,0.0
2019-04-30,bankura,5.882660896547379
2019-05-01,bankura,0.8170967717324534
2019-05-02,bankura,5.637096774193548
2019-05-03,bankura,84.97523941532258
2019-05-04,bankura,2.3691935385427167
2019-05-05,bankura,0.2660483698691091
2019-04-26,barabanki,0.0
2019-04-27,barabanki,0.0
2019-04-28,barabanki,0.0
2019-04-29,barabanki,0.0
2019-04-30,barabanki,0.0
2019-05-01,barabanki,0.0
2019-05-02,barabanki,0.0
2019-05-03,barabanki,0.020897434307978704
2019-05-04,barabanki,0.0
2019-05-05,barabanki,0.0
2019-04-26,barddhaman,2.3167542574698463
2019-04-27,barddhaman,0.0
2019-04-28,barddhaman,0.0
2019-04-29,barddhaman,0.0
2019-04-30,barddhaman,4.1884208813048245
2019-05-01,barddhaman,2.3863155967310856
2019-05-02,barddhaman,2.422982466848273
2019-05-03,barddhaman,67.03245357044956
2019-05-04,barddhaman,1.8192103871128016
2019-05-05,barddhaman,0.7655262194181743
2019-04-26,bargarh,0.0
2019-04-27,bargarh,0.0
2019-04-28,bargarh,0.0
2019-04-29,bargarh,0.0
2019-04-30,bargarh,0.046900000572204587
2019-05-01,bargarh,0.0011999999731779098
2019-05-02,bargarh,2.5905999755859375
2019-05-03,bargarh,2.5475997924804688
2019-05-04,bargarh,0.09730000495910644
2019-05-05,bargarh,0.11489999771118165
2019-04-26,barpeta,3.709090839732777
2019-04-27,barpeta,10.822045759721236
2019-04-28,barpeta,7.26159043745561
2019-04-29,barpeta,4.907954476096413
2019-04-30,barpeta,48.22750022194602
2019-05-01,barpeta,34.59045132723722
2019-05-02,barpeta,14.42863603071733
2019-05-03,barpeta,27.386363636363637
2019-05-04,barpeta,46.35908647017045
2019-05-05,barpeta,5.200454365123402
2019-04-26,bastar,0.027291665474573772
2019-04-27,bastar,0.09781249364217122
2019-04-28,bastar,0.13187498847643533
2019-04-29,bastar,1.394791603088379
2019-04-30,bastar,0.017291666318972904
2019-05-01,bastar,0.1875
2019-05-02,bastar,1.1609374682108562
2019-05-03,bastar,0.3321874737739563
2019-05-04,bastar,0.12614582975705466
2019-05-05,bastar,0.009895833830038706
2019-04-26,basti,0.0
2019-04-27,basti,0.0
2019-04-28,basti,0.0
2019-04-29,basti,0.0
2019-04-30,basti,0.0
2019-05-01,basti,0.0
2019-05-02,basti,0.021136363798921757
2019-05-03,basti,0.33250000260092993
2019-05-04,basti,0.0
2019-05-05,basti,0.0
2019-04-26,bauda,0.0017999999225139617
2019-04-27,bauda,0.0
2019-04-28,bauda,0.0
2019-04-29,bauda,0.0
2019-04-30,bauda,0.0
2019-05-01,bauda,0.31579999923706054
2019-05-02,bauda,13.89260009765625
2019-05-03,bauda,21.5789990234375
2019-05-04,bauda,0.01600000023841858
2019-05-05,bauda,0.43220001220703125
2019-04-26,begusarai,0.0
2019-04-27,begusarai,0.0
2019-04-28,begusarai,0.0
2019-04-29,begusarai,0.0
2019-04-30,begusarai,0.0
2019-05-01,begusarai,0.0
2019-05-02,begusarai,0.04299999872843425
2019-05-03,begusarai,13.250332641601563
2019-05-04,begusarai,0.1973333199818929
2019-05-05,begusarai,0.0
2019-04-26,bemetara,0.0
2019-04-27,bemetara,0.0
2019-04-28,bemetara,0.0
2019-04-29,bemetara,0.0
2019-04-30,bemetara,0.0
2019-05-01,bemetara,0.008599999547004699
2019-05-02,bemetara,0.055399999618530274
2019-05-03,bemetara,0.5373999786376953
2019-05-04,bemetara,0.27700000762939453
2019-05-05,bemetara,0.04099999904632568
2019-04-26,betul,0.005755814008934553
2019-04-27,betul,0.0
2019-04-28,betul,0.0
2019-04-29,betul,0.0
2019-04-30,betul,0.0
2019-05-01,betul,0.0
2019-05-02,betul,0.1622092890184979
2019-05-03,betul,0.007383720819340195
2019-05-04,betul,0.00872093023255814
2019-05-05,betul,0.012616278127182362
2019-04-26,bhadrak,0.006363635713403875
2019-04-27,bhadrak,0.2088636268268932
2019-04-28,bhadrak,0.0
2019-04-29,bhadrak,0.0
2019-04-30,bhadrak,0.0
2019-05-01,bhadrak,0.3152272484519265
2019-05-02,bhadrak,28.442499334161933
2019-05-03,bhadrak,45.82477084073153
2019-05-04,bhadrak,10.477954517711293
2019-05-05,bhadrak,3.9884088689630683
2019-04-26,bhagalpur,0.7172916730244955
2019-04-27,bhagalpur,0.0
2019-04-28,bhagalpur,0.0
2019-04-29,bhagalpur,0.030625000596046448
2019-04-30,bhagalpur,0.0
2019-05-01,bhagalpur,0.7054166793823242
2019-05-02,bhagalpur,2.117708206176758
2019-05-03,bhagalpur,32.16937510172526
2019-05-04,bhagalpur,1.4491666158040364
2019-05-05,bhagalpur,0.0
2019-04-26,bhandara,0.0
2019-04-27,bhandara,0.00024999999441206456
2019-04-28,bhandara,0.0
2019-04-29,bhandara,0.05174999237060547
2019-04-30,bhandara,0.0
2019-05-01,bhandara,0.0009999999776482583
2019-05-02,bhandara,0.45587501525878904
2019-05-03,bhandara,0.07774999737739563
2019-05-04,bhandara,0.06725000143051148
2019-05-05,bhandara,0.007250000536441803
2019-04-26,bhojpur,0.0
2019-04-27,bhojpur,0.0
2019-04-28,bhojpur,0.0
2019-04-29,bhojpur,0.0
2019-04-30,bhojpur,0.0
2019-05-01,bhojpur,0.0
2019-05-02,bhojpur,0.10568180951205167
2019-05-03,bhojpur,3.323636141690341
2019-05-04,bhojpur,0.0
2019-05-05,bhojpur,0.0
2019-04-26,bhopal,0.0
2019-04-27,bhopal,0.007999999523162842
2019-04-28,bhopal,0.0
2019-04-29,bhopal,0.0
2019-04-30,bhopal,0.0
2019-05-01,bhopal,0.0
2019-05-02,bhopal,0.0
2019-05-03,bhopal,0.2721999740600586
2019-05-04,bhopal,0.6436000061035156
2019-05-05,bhopal,0.008999999761581421
2019-04-26,bidar,0.01333333303531011
2019-04-27,bidar,0.009999999155600866
2019-04-28,bidar,0.05197916428248087
2019-04-29,bidar,0.3719791571299235
2019-04-30,bidar,0.052291661500930786
2019-05-01,bidar,0.07822916905085246
2019-05-02,bidar,0.017291666318972904
2019-05-03,bidar,0.0
2019-05-04,bidar,0.0
2019-05-05,bidar,0.0011458332495143015
2019-04-26,bijapur,0.043552627688960024
2019-04-27,bijapur,0.0
2019-04-28,bijapur,0.0
2019-04-29,bijapur,0.0019078946819430904
2019-04-30,bijapur,0.07427631553850676
2019-05-01,bijapur,1.3163158015200966
2019-05-02,bijapur,0.8148684250681024
2019-05-03,bijapur,2.276579003585012
2019-05-04,bijapur,0.046578946866487204
2019-05-05,bijapur,0.005131578759143227
2019-04-26,bilaspur,0.0
2019-04-27,bilaspur,0.0
2019-04-28,bilaspur,0.0
2019-04-29,bilaspur,0.0
2019-04-30,bilaspur,0.0
2019-05-01,bilaspur,0.6239129771356997
2019-05-02,bilaspur,0.07586956024169922
2019-05-03,bilaspur,0.6285869349604067
2019-05-04,bilaspur,1.017934799194336
2019-05-05,bilaspur,0.08804347204125446
2019-04-26,birbhum,6.226135947487571
2019-04-27,birbhum,0.06659090518951416
2019-04-28,birbhum,0.0
2019-04-29,birbhum,0.0
2019-04-30,birbhum,2.178408882834695
2019-05-01,birbhum,5.560567682439631
2019-05-02,birbhum,0.9651135531338778
2019-05-03,birbhum,53.11829168146307
2019-05-04,birbhum,4.224886113947088
2019-05-05,birbhum,0.40659089521928266
2019-04-26,bishnupur,0.9379999160766601
2019-04-27,bishnupur,0.3549999952316284
2019-04-28,bishnupur,14.991998291015625
2019-04-29,bishnupur,8.600999450683593
2019-04-30,bishnupur,0.3979999780654907
2019-05-01,bishnupur,4.38699951171875
2019-05-02,bishnupur,1.1530001640319825
2019-05-03,bishnupur,13.916999816894531
2019-05-04,bishnupur,3.440999984741211
2019-05-05,bishnupur,0.06499999761581421
2019-04-26,bokaro,0.0
2019-04-27,bokaro,0.0
2019-04-28,bokaro,0.0
2019-04-29,bokaro,0.0
2019-04-30,bokaro,5.04613598910245
2019-05-01,bokaro,9.704999750310725
2019-05-02,bokaro,4.16886381669478
2019-05-03,bokaro,44.8331825949929
2019-05-04,bokaro,0.0911363580010154
2019-05-05,bokaro,0.0
2019-04-26,bongaigaon,5.985000186496311
2019-04-27,bongaigaon,13.508889092339409
2019-04-28,bongaigaon,16.378889295789932
2019-04-29,bongaigaon,10.03388892279731
2019-04-30,bongaigaon,48.274997287326386
2019-05-01,bongaigaon,50.926113552517364
2019-05-02,bongaigaon,16.428334554036457
2019-05-03,bongaigaon,25.370556301540798
2019-05-04,bongaigaon,38.64000108506944
2019-05-05,bongaigaon,3.27000003390842
2019-04-26,buxar,0.0
2019-04-27,buxar,0.0
2019-04-28,buxar,0.0
2019-04-29,buxar,0.0
2019-04-30,buxar,0.0
2019-05-01,buxar,0.0
2019-05-02,buxar,0.19153846227205718
2019-05-03,buxar,1.931153810941256
2019-05-04,buxar,0.009999999633202186
2019-05-05,buxar,0.0
2019-04-26,cachar,0.1949999982660467
2019-04-27,cachar,10.119090687144887
2019-04-28,cachar,27.127119584517047
2019-04-29,cachar,21.134847005208332
2019-04-30,cachar,12.955606171579072
2019-05-01,cachar,17.371970436789773
2019-05-02,cachar,2.7527271617542612
2019-05-03,cachar,16.580152107007574
2019-05-04,cachar,17.773333925189394
2019-05-05,cachar,3.525151339444247
2019-04-26,champhai,0.0
2019-04-27,champhai,0.0
2019-04-28,champhai,2.114999944513494
2019-04-29,champhai,0.06833332957643451
2019-04-30,champhai,0.00015151514812852398
2019-05-01,champhai,0.007878787589795662
2019-05-02,champhai,0.10151514862522934
2019-05-03,champhai,0.8909090215509589
2019-05-04,champhai,1.8927273605809067
2019-05-05,champhai,0.0
2019-04-26,chandauli,0.0
2019-04-27,chandauli,0.0
2019-04-28,chandauli,0.0
2019-04-29,chandauli,0.0
2019-04-30,chandauli,0.0
2019-05-01,chandauli,0.0
2019-05-02,chandauli,0.7030952544439406
2019-05-03,chandauli,0.043095236732846216
2019-05-04,chandauli,0.002142857050611859
2019-05-05,chandauli,0.0
2019-04-26,chandel,0.014642855950764247
2019-04-27,chandel,0.8151785986764091
2019-04-28,chandel,2.664106913975307
2019-04-29,chandel,3.349106924874442
2019-04-30,chandel,0.5189285959516253
2019-05-01,chandel,1.198035648890904
2019-05-02,chandel,3.9862496512276784
2019-05-03,chandel,23.621250697544642
2019-05-04,chandel,3.2564283098493303
2019-05-05,chandel,0.00267857126891613
2019-04-26,chandrapur,0.0012121211850281918
2019-04-27,chandrapur,0.0
2019-04-28,chandrapur,0.06323232072772401
2019-04-29,chandrapur,0.06565656565656566
2019-04-30,chandrapur,0.0
2019-05-01,chandrapur,0.10924242963694562
2019-05-02,chandrapur,0.0012121212602865816
2019-05-03,chandrapur,0.1872222206809304
2019-05-04,chandrapur,0.0005050504749471492
2019-05-05,chandrapur,0.0
2019-04-26,chatra,0.0
2019-04-27,chatra,0.0
2019-04-28,chatra,0.0
2019-04-29,chatra,0.0
2019-04-30,chatra,0.0
2019-05-01,chatra,5.5685290168313415
2019-05-02,chatra,0.9785293130313649
2019-05-03,chatra,8.503087660845589
2019-05-04,chatra,0.025882352800930247
2019-05-05,chatra,0.0
2019-04-26,chennai,0.0
2019-04-27,chennai,0.004999999888241291
2019-04-28,chennai,0.29999998211860657
2019-04-29,chennai,0.004999999888241291
2019-04-30,chennai,4.259999752044678
2019-05-01,chennai,8.929999351501465
2019-05-02,chennai,0.16999998688697815
2019-05-03,chennai,0.0
2019-05-04,chennai,0.0
2019-05-05,chennai,0.0
2019-04-26,chhatarpur,0.0
2019-04-27,chhatarpur,0.0
2019-04-28,chhatarpur,0.0
2019-04-29,chhatarpur,0.0
2019-04-30,chhatarpur,0.0
2019-05-01,chhatarpur,0.0
2019-05-02,chhatarpur,0.0
2019-05-03,chhatarpur,1.0282911469664755
2019-05-04,chhatarpur,0.3276582066016861
2019-05-05,chhatarpur,0.46329111992558347
2019-04-26,chhindwara,0.0
2019-04-27,chhindwara,0.0
2019-04-28,chhindwara,0.0
2019-04-29,chhindwara,0.0
2019-04-30,chhindwara,0.0
2019-05-01,chhindwara,0.00019999999552965163
2019-05-02,chhindwara,0.07454999446868897
2019-05-03,chhindwara,0.0002499999850988388
2019-05-04,chhindwara,0.0
2019-05-05,chhindwara,0.00019999999552965163
2019-04-26,chirang,8.621817848899148
2019-04-27,chirang,7.289090243252841
2019-04-28,chirang,10.604999889026988
2019-04-29,chirang,3.698636141690341
2019-04-30,chirang,30.091364080255683
2019-05-01,chirang,30.281360973011363
2019-05-02,chirang,27.97318059747869
2019-05-03,chirang,20.014544400301848
2019-05-04,chirang,33.52272727272727
2019-05-05,chirang,5.690908952192827
2019-04-26,chitrakoot,0.0
2019-04-27,chitrakoot,0.0
2019-04-28,chitrakoot,0.0
2019-04-29,chitrakoot,0.0
2019-04-30,chitrakoot,0.0
2019-05-01,chitrakoot,0.0
2019-05-02,chitrakoot,0.0
2019-05-03,chitrakoot,0.1976666768391927
2019-05-04,chitrakoot,0.11116666793823242
2019-05-05,chitrakoot,0.2539999961853027
2019-04-26,churachandpur,0.020731707898581902
2019-04-27,churachandpur,0.8747560454577934
2019-04-28,churachandpur,23.359389886623475
2019-04-29,churachandpur,2.805243887552401
2019-04-30,churachandpur,0.04999999883698254
2019-05-01,churachandpur,1.8425609309498856
2019-05-02,churachandpur,0.23402437349645103
2019-05-03,churachandpur,15.507437357088415
2019-05-04,churachandpur,5.384512180235328
2019-05-05,churachandpur,0.3210975367848466
2019-04-26,cuttack,0.9521875381469727
2019-04-27,cuttack,0.010312499478459358
2019-04-28,cuttack,0.00015624999650754035
2019-04-29,cuttack,0.0
2019-04-30,cuttack,0.0
2019-05-01,cuttack,3.1784372329711914
2019-05-02,cuttack,32.23577880859375
2019-05-03,cuttack,81.08796691894531
2019-05-04,cuttack,0.2498437613248825
2019-05-05,cuttack,0.46921873092651367
2019-04-26,dakshindinajpur,0.3569444550408257
2019-04-27,dakshindinajpur,0.0
2019-04-28,dakshindinajpur,0.0
2019-04-29,dakshindinajpur,0.0
2019-04-30,dakshindinajpur,0.0
2019-05-01,dakshindinajpur,0.0558333330684238
2019-05-02,dakshindinajpur,3.710555182562934
2019-05-03,dakshindinajpur,26.896387736002605
2019-05-04,dakshindinajpur,21.674999660915798
2019-05-05,dakshindinajpur,0.0
2019-04-26,damoh,0.0
2019-04-27,damoh,0.0
2019-04-28,damoh,0.0
2019-04-29,damoh,0.0
2019-04-30,damoh,0.0
2019-05-01,damoh,0.0
2019-05-02,damoh,0.017890624701976776
2019-05-03,damoh,0.03554687276482582
2019-05-04,damoh,0.4489062428474426
2019-05-05,damoh,0.02773437276482582
2019-04-26,dantewada,0.475
2019-04-27,dantewada,0.028799998760223388
2019-04-28,dantewada,0.0
2019-04-29,dantewada,0.0965999984741211
2019-04-30,dantewada,0.006399999856948852
2019-05-01,dantewada,0.1884000015258789
2019-05-02,dantewada,1.6611997985839844
2019-05-03,dantewada,0.9297999572753907
2019-05-04,dantewada,0.004200000166893005
2019-05-05,dantewada,0.0
2019-04-26,darbhanga,0.007500000298023224
2019-04-27,darbhanga,0.0
2019-04-28,darbhanga,0.0
2019-04-29,darbhanga,0.0
2019-04-30,darbhanga,0.0
2019-05-01,darbhanga,0.0
2019-05-02,darbhanga,0.003999999910593033
2019-05-03,darbhanga,7.154750061035156
2019-05-04,darbhanga,0.10950000286102295
2019-05-05,darbhanga,0.0
2019-04-26,darjiling,1.0641072137015206
2019-04-27,darjiling,1.8324999128069197
2019-04-28,darjiling,2.307142530168806
2019-04-29,darjiling,0.028750000255448476
2019-04-30,darjiling,3.306607110159738
2019-05-01,darjiling,4.734642573765346
2019-05-02,darjiling,9.228213718959264
2019-05-03,darjiling,25.46303449358259
2019-05-04,darjiling,4.271606990269253
2019-05-05,darjiling,0.9446428162711007
2019-04-26,darrang,2.0357692425067606
2019-04-27,darrang,10.91076894906851
2019-04-28,darrang,12.544231708233173
2019-04-29,darrang,7.952308067908654
2019-04-30,darrang,22.046921950120193
2019-05-01,darrang,45.42038198617789
2019-05-02,darrang,12.976152860201323
2019-05-03,darrang,29.068077674278847
2019-05-04,darrang,56.93691781850961
2019-05-05,darrang,0.34038463005652797
2019-04-26,debagarh,0.0016666666294137638
2019-04-27,debagarh,0.007500000298023224
2019-04-28,debagarh,0.0
2019-04-29,debagarh,0.0
2019-04-30,debagarh,0.0
2019-05-01,debagarh,0.3814583619435628
2019-05-02,debagarh,11.395207722981771
2019-05-03,debagarh,38.966870625813804
2019-05-04,debagarh,0.011041666070620218
2019-05-05,debagarh,0.810624917348226
2019-04-26,deoghar,0.0
2019-04-27,deoghar,0.0
2019-04-28,deoghar,0.0
2019-04-29,deoghar,0.0
2019-04-30,deoghar,0.11795454675501044
2019-05-01,deoghar,12.001591075550426
2019-05-02,deoghar,1.3806818181818181
2019-05-03,deoghar,45.34659090909091
2019-05-04,deoghar,0.2602272900668057
2019-05-05,deoghar,0.0
2019-04-26,deoria,0.0
2019-04-27,deoria,0.0
2019-04-28,deoria,0.0
2019-04-29,deoria,0.0
2019-04-30,deoria,0.0
2019-05-01,deoria,0.7804347328517748
2019-05-02,deoria,0.0
2019-05-03,deoria,2.7243476535962974
2019-05-04,deoria,0.0002173912994887518
2019-05-05,deoria,0.0
2019-04-26,dhalai,0.025681818073446102
2019-04-27,dhalai,0.08250000260092995
2019-04-28,dhalai,0.0
2019-04-29,dhalai,0.0
2019-04-30,dhalai,0.013863635334101591
2019-05-01,dhalai,0.0
2019-05-02,dhalai,1.4381817904385654
2019-05-03,dhalai,6.525908036665483
2019-05-04,dhalai,27.08658946644176
2019-05-05,dhalai,0.0
2019-04-26,dhamtari,0.0025714284607342313
2019-04-27,dhamtari,0.0
2019-04-28,dhamtari,0.012714286361421858
2019-04-29,dhamtari,0.0
2019-04-30,dhamtari,0.08085714067731585
2019-05-01,dhamtari,0.018142856870378768
2019-05-02,dhamtari,0.09342857088361467
2019-05-03,dhamtari,0.7375713893345424
2019-05-04,dhamtari,0.0439999989100865
2019-05-05,dhamtari,0.012142857483455113
2019-04-26,dhanbad,0.0
2019-04-27,dhanbad,0.0
2019-04-28,dhanbad,0.0
2019-04-29,dhanbad,0.0
2019-04-30,dhanbad,3.396315725226151
2019-05-01,dhanbad,18.781314247532894
